Top_Displacement_mm,Base_Shear_kN
0.0632893,2.8621
0.126579,5.7221
0.189868,8.58
0.253157,11.4358
0.316447,14.2895
0.379736,17.141
0.443025,19.9904
0.506315,22.8377
0.569604,25.6829
0.632893,28.5259
0.696183,31.3668
0.759472,34.2055
0.822761,37.042
0.886051,39.8764
0.94934,42.7086
1.01263,45.5386
1.07592,48.3665
1.13921,51.1922
1.2025,54.0157
1.26579,56.837
1.32908,59.656
1.39237,62.4729
1.45565,65.2876
1.51894,68.1001
1.58223,70.9103
1.64552,73.7183
1.70881,76.5241
1.7721,79.3277
1.83539,82.129
1.89868,84.9281
1.96197,87.725
2.02526,90.5196
2.08855,93.3119
2.15184,96.102
2.21513,98.8898
2.27842,101.675
2.34171,104.459
2.40499,107.24
2.46828,110.018
2.53157,112.795
2.59486,115.569
2.65815,118.341
2.72144,121.111
2.78473,123.878
2.84802,126.643
2.91131,129.406
2.9746,132.166
3.03789,134.924
3.10118,137.68
3.16447,140.424
3.22776,143.158
3.29105,145.887
3.35433,148.609
3.41762,151.319
3.48091,154.016
3.5442,156.714
3.60749,159.411
3.67078,162.106
3.73407,164.793
3.79736,167.477
3.86065,170.158
3.92394,172.837
3.98723,175.509
4.05052,178.17
4.11381,180.827
4.1771,183.481
4.24039,186.136
4.30367,188.784
4.36696,191.414
4.43025,194.021
4.49354,196.609
4.55683,199.181
4.62012,201.735
4.68341,204.272
4.7467,206.793
4.80999,209.292
4.87328,211.773
4.93657,214.235
4.99986,216.674
5.06315,219.085
5.12644,221.467
5.18973,223.821
5.25301,226.147
5.3163,228.445
5.37959,230.717
5.44288,232.964
5.50617,235.185
5.56946,237.383
5.63275,239.556
5.69604,241.703
5.75933,243.824
5.82262,245.916
5.88591,247.978
5.9492,250.012
6.01249,252.019
6.07578,254.003
6.13907,255.964
6.20235,257.902
6.26564,259.818
6.32893,261.715
6.39222,263.591
6.45551,265.448
6.5188,267.285
6.58209,269.102
6.64538,270.9
6.70867,272.68
6.77196,274.443
6.83525,276.191
6.89854,277.92
6.96183,279.628
7.02512,281.322
7.08841,282.979
7.15169,284.607
7.21498,286.23
7.27827,287.846
7.34156,289.455
7.40485,291.02
7.46814,292.604
7.53143,294.175
7.59472,295.73
7.65801,297.275
7.7213,298.816
7.78459,300.338
7.84788,301.858
7.91117,303.361
7.97446,304.858
8.03775,306.345
8.10103,307.824
8.16432,309.297
8.22761,310.754
8.2909,312.192
8.35419,313.604
8.41748,315.019
8.48077,316.43
8.54406,317.836
8.60735,319.241
8.67064,320.63
8.73393,322.012
8.79722,323.392
8.86051,324.763
8.9238,326.152
8.98709,327.51
9.05037,328.866
9.11366,330.219
9.17695,331.577
9.24024,332.918
9.30353,334.25
9.36682,335.596
9.43011,336.916
9.4934,338.241
9.55669,339.578
9.49946,337.853
9.44223,336.121
9.385,334.393
9.32776,332.668
9.27053,330.941
9.2133,329.214
9.15607,327.489
9.09884,325.765
9.04161,324.042
8.98438,322.316
8.92714,320.596
8.86991,318.874
8.81268,317.15
8.75545,315.433
8.69822,313.711
8.64099,311.993
8.58376,310.275
8.52653,308.559
8.46929,306.842
8.41206,305.128
8.35483,303.413
8.2976,301.697
8.24037,299.982
8.18314,298.265
8.12591,296.547
8.06867,294.827
8.01144,293.107
7.95421,291.384
7.89698,289.662
7.83975,287.935
7.78252,286.208
7.72529,284.477
7.66806,282.744
7.61082,281.01
7.55359,279.269
7.49636,277.529
7.43913,275.78
7.3819,274.03
7.32467,272.274
7.26744,270.514
7.2102,268.749
7.15297,266.978
7.09574,265.202
7.03851,263.422
6.98128,261.634
6.92405,259.839
6.86682,258.04
6.80959,256.232
6.75235,254.415
6.69512,252.592
6.63789,250.759
6.58066,248.918
6.52343,247.067
6.4662,245.209
6.40897,243.34
6.35173,241.462
6.2945,239.574
6.23727,237.677
6.18004,235.769
6.12281,233.85
6.06558,231.921
6.00835,229.98
5.95112,228.029
5.89388,226.067
5.83665,224.092
5.77942,222.099
5.72219,220.091
5.66496,218.064
5.60773,216.022
5.5505,213.967
5.49326,211.9
5.43603,209.818
5.3788,207.723
5.32157,205.615
5.26434,203.494
5.20711,201.359
5.14988,199.209
5.09265,197.044
5.03541,194.862
4.97818,192.666
4.92095,190.455
4.86372,188.229
4.80649,185.983
4.74926,183.715
4.69203,181.427
4.63479,179.121
4.57756,176.799
4.52033,174.46
4.4631,172.104
4.40587,169.732
4.34864,167.344
4.29141,164.941
4.23418,162.523
4.17694,160.088
4.11971,157.634
4.06248,155.165
4.00525,152.685
3.94802,150.194
3.89079,147.692
3.83356,145.175
3.77632,142.643
3.71909,140.101
3.66186,137.55
3.60463,134.988
3.5474,132.416
3.49017,129.833
3.43294,127.241
3.37571,124.638
3.31847,122.024
3.26124,119.401
3.20401,116.774
3.14678,114.144
3.08955,111.511
3.03232,108.869
2.97509,106.222
2.91785,103.575
2.86062,100.928
2.80339,98.2809
2.74616,95.634
2.68893,92.9872
2.6317,90.3405
2.57447,87.6938
2.51724,85.0472
2.46,82.4006
2.40277,79.7542
2.34554,77.1078
2.28831,74.4615
2.23108,71.8154
2.17385,69.1693
2.11662,66.5234
2.05938,63.8775
2.00215,61.2319
1.94492,58.5864
1.88769,55.9411
1.83046,53.296
1.77323,50.6511
1.716,48.0064
1.65877,45.3621
1.60153,42.718
