Top_Displacement_mm,Base_Shear_kN
0.0632893,2.55285
0.126579,5.10283
0.189868,7.64994
0.253157,10.1942
0.316447,12.7355
0.379736,15.274
0.443025,17.8096
0.506315,20.3424
0.569604,22.8722
0.632893,25.3992
0.696183,27.9232
0.759472,30.4444
0.822761,32.9627
0.886051,35.478
0.94934,37.9905
1.01263,40.5
1.07592,43.0067
1.13921,45.5104
1.2025,48.0113
1.26579,50.5092
1.32908,53.0042
1.39237,55.4963
1.45565,57.9854
1.51894,60.4716
1.58223,62.955
1.64552,65.4353
1.70881,67.9128
1.7721,70.3873
1.83539,72.8589
1.89868,75.3275
1.96197,77.7932
2.02526,80.256
2.08855,82.7158
2.15184,85.1727
2.21513,87.6266
2.27842,90.0776
2.34171,92.5257
2.40499,94.9708
2.46828,97.4129
2.53157,99.8521
2.59486,102.288
2.65815,104.722
2.72144,107.152
2.78473,109.579
2.84802,112.004
2.91131,114.425
2.9746,116.844
3.03789,119.259
3.10118,121.672
3.16447,124.081
3.22776,126.488
3.29105,128.891
3.35433,131.292
3.41762,133.69
3.48091,136.085
3.5442,138.476
3.60749,140.865
3.67078,143.251
3.73407,145.634
3.79736,148.014
3.86065,150.391
3.92394,152.764
3.98723,155.135
4.05052,157.503
4.11381,159.868
4.1771,162.23
4.24039,164.589
4.30367,166.945
4.36696,169.298
4.43025,171.649
4.49354,173.996
4.55683,176.34
4.62012,178.681
4.68341,181.019
4.7467,183.354
4.80999,185.686
4.87328,188.013
4.93657,190.33
4.99986,192.642
5.06315,194.946
5.12644,197.24
5.18973,199.525
5.25301,201.8
5.3163,204.066
5.37959,206.323
5.44288,208.57
5.50617,210.804
5.56946,213.025
5.63275,215.245
5.69604,217.462
5.75933,219.674
5.82262,221.882
5.88591,224.085
5.9492,226.28
6.01249,228.467
6.07578,230.648
6.13907,232.822
6.20235,234.987
6.26564,237.144
6.32893,239.292
6.39222,241.429
6.45551,243.553
6.5188,245.665
6.58209,247.766
6.64538,249.852
6.70867,251.927
6.77196,253.988
6.83525,256.037
6.89854,258.075
6.96183,260.105
7.02512,262.124
7.08841,264.133
7.15169,266.129
7.21498,268.107
7.27827,270.069
7.34156,272.012
7.40485,273.939
7.46814,275.846
7.53143,277.739
7.59472,279.611
7.65801,281.468
7.7213,283.307
7.78459,285.126
7.84788,286.927
7.91117,288.712
7.97446,290.48
8.03775,292.233
8.10103,293.964
8.16432,295.682
8.22761,297.385
