Top_Displacement_mm,Base_Shear_kN
0.0632893,3.22567
0.126579,6.45132
0.189868,9.67695
0.253157,12.9025
0.316447,16.1281
0.379736,19.3536
0.443025,22.5791
0.506315,25.8046
0.569604,29.03
0.632893,32.2554
0.696183,35.4807
0.759472,38.706
0.822761,41.9312
0.886051,45.1563
0.94934,48.3814
1.01263,51.6064
1.07592,54.8313
1.13921,58.0562
1.2025,61.281
1.26579,64.5058
1.32908,67.7304
1.39237,70.955
1.45565,74.1794
1.51894,77.4033
1.58223,80.5808
1.64552,83.6823
1.70881,86.706
1.7721,89.6501
1.83539,92.5141
1.89868,95.2913
1.96197,97.9569
2.02526,100.502
2.08855,102.929
2.15184,105.237
2.21513,107.423
2.27842,109.49
2.34171,111.435
2.40499,113.259
2.46828,114.957
2.53157,116.531
2.59486,117.977
2.65815,119.301
2.72144,120.502
2.78473,121.584
2.84802,122.556
2.91131,123.422
2.9746,124.193
3.03789,124.88
3.10118,125.493
3.16447,126.045
3.22776,126.544
3.29105,127.003
3.35433,127.427
3.41762,127.832
3.48091,128.221
3.5442,128.598
3.60749,128.881
3.67078,129.122
3.73407,129.337
3.79736,129.621
3.86065,129.929
3.92394,130.161
3.98723,130.331
4.05052,130.564
4.11381,130.879
4.1771,131.206
4.24039,131.571
4.30367,132.024
4.36696,132.469
4.43025,132.935
4.49354,133.46
4.55683,133.963
4.62012,134.517
4.68341,135.085
4.7467,135.668
4.80999,136.297
4.87328,136.897
4.93657,137.543
4.99986,138.169
5.06315,138.829
5.12644,139.5
5.18973,140.179
5.25301,140.861
5.3163,141.553
5.37959,142.248
5.44288,142.979
5.50617,143.711
5.56946,144.422
5.63275,145.135
5.69604,145.882
5.75933,146.63
5.82262,147.355
5.88591,148.111
5.9492,148.868
6.01249,149.63
6.07578,150.39
6.13907,151.181
6.20235,151.946
6.26564,152.714
6.32893,153.487
6.39222,154.254
6.45551,155.028
6.5188,155.826
6.58209,156.62
6.64538,157.396
6.70867,158.174
6.77196,158.97
6.83525,159.748
6.89854,160.548
6.96183,161.345
7.02512,162.123
7.08841,162.902
7.15169,163.721
7.21498,164.498
7.27827,165.296
7.34156,166.093
7.40485,166.871
7.46814,167.666
7.53143,168.462
7.59472,169.256
7.65801,170.05
7.7213,170.841
7.78459,171.615
7.84788,172.422
7.91117,173.193
7.97446,173.998
8.03775,174.766
8.10103,175.567
8.16432,176.331
8.22761,177.128
8.2909,177.889
8.35419,178.68
8.41748,179.452
8.48077,180.22
8.54406,180.987
8.60735,181.752
8.67064,182.526
8.73393,183.281
8.79722,184.031
8.86051,184.777
8.9238,185.518
8.98709,186.269
9.05037,186.999
9.11366,187.722
9.17695,188.436
9.24024,189.156
9.30353,189.868
9.36682,190.545
9.43011,191.237
9.4934,191.917
9.55669,192.56
9.49946,191.733
9.44223,190.905
9.385,190.077
9.32776,189.249
9.27053,188.421
9.2133,187.593
9.15607,186.765
9.09884,185.936
9.04161,185.107
8.98438,184.279
8.92714,183.45
8.86991,182.621
8.81268,181.792
8.75545,180.963
8.69822,180.134
8.64099,179.305
8.58376,178.476
8.52653,177.646
8.46929,176.817
8.41206,175.988
8.35483,175.158
8.2976,174.329
8.24037,173.499
8.18314,172.67
8.12591,171.84
8.06867,171.01
8.01144,170.181
7.95421,169.351
7.89698,168.521
7.83975,167.691
7.78252,166.861
7.72529,166.031
7.66806,165.201
7.61082,164.371
7.55359,163.541
7.49636,162.712
7.43913,161.881
