Top_Displacement_mm,Base_Shear_kN
0.0632893,3.32744
0.126579,6.65481
0.189868,9.98211
0.253157,13.3093
0.316447,16.6365
0.379736,19.9635
0.443025,23.2905
0.506315,26.6174
0.569604,29.9442
0.632893,33.2709
0.696183,36.5975
0.759472,39.9239
0.822761,43.2503
0.886051,46.5765
0.94934,49.9026
1.01263,53.2284
1.07592,56.5541
1.13921,59.8797
1.2025,63.2051
1.26579,66.5303
1.32908,69.8554
1.39237,73.1802
1.45565,76.505
1.51894,79.8296
1.58223,83.1539
1.64552,86.4781
1.70881,89.8021
1.7721,93.1258
1.83539,96.4375
1.89868,99.6922
1.96197,102.883
2.02526,106.008
2.08855,109.066
2.15184,112.057
2.21513,114.978
2.27842,117.808
2.34171,120.536
2.40499,123.164
2.46828,125.691
2.53157,128.114
2.59486,130.437
2.65815,132.656
2.72144,134.773
2.78473,136.784
2.84802,138.69
2.91131,140.493
2.9746,142.193
3.03789,143.791
3.10118,145.289
3.16447,146.69
3.22776,147.997
3.29105,149.213
3.35433,150.345
3.41762,151.4
3.48091,152.386
3.5442,153.303
3.60749,154.165
3.67078,154.979
3.73407,155.745
3.79736,156.48
3.86065,157.181
3.92394,157.862
3.98723,158.477
4.05052,158.994
4.11381,159.516
4.1771,160.035
4.24039,160.564
4.30367,161.102
4.36696,161.642
4.43025,162.065
4.49354,162.504
4.55683,163.014
4.62012,163.506
4.68341,164.057
4.7467,164.623
4.80999,165.246
4.87328,165.842
4.93657,166.498
4.99986,167.18
5.06315,167.809
5.12644,168.487
5.18973,169.207
5.25301,169.895
5.3163,170.658
5.37959,171.365
5.44288,172.106
5.50617,172.829
5.56946,173.605
5.63275,174.358
5.69604,175.148
5.75933,175.879
5.82262,176.675
5.88591,177.443
5.9492,178.241
6.01249,179.044
6.07578,179.817
6.13907,180.624
6.20235,181.427
6.26564,182.236
6.32893,183.041
6.39222,183.851
6.45551,184.659
6.5188,185.449
6.58209,186.26
6.64538,187.068
6.70867,187.921
6.77196,188.731
6.83525,189.54
6.89854,190.349
6.96183,191.158
7.02512,191.987
7.08841,192.795
7.15169,193.602
7.21498,194.448
7.27827,195.253
7.34156,196.057
7.40485,196.875
7.46814,197.696
7.53143,198.495
7.59472,199.307
7.65801,200.12
7.7213,200.932
7.78459,201.718
7.84788,202.521
7.91117,203.323
7.97446,204.104
8.03775,204.914
8.10103,205.684
8.16432,206.49
8.22761,207.255
8.2909,208.047
8.35419,208.8
8.41748,209.567
8.48077,210.331
8.54406,211.085
8.60735,211.849
8.67064,212.591
8.73393,213.329
8.79722,214.059
8.86051,214.782
8.9238,215.511
8.98709,216.204
9.05037,216.921
