Top_Displacement_mm,Base_Shear_kN
0.0632893,3.62614
0.126579,7.25053
0.189868,10.8732
0.253157,14.4941
0.316447,18.1132
0.379736,21.7305
0.443025,25.3461
0.506315,28.9599
0.569604,32.5719
0.632893,36.182
0.696183,39.7904
0.759472,43.397
0.822761,47.0018
0.886051,50.6047
0.94934,54.2058
1.01263,57.8051
1.07592,61.4025
1.13921,64.9981
1.2025,68.5918
1.26579,72.1837
1.32908,75.7737
1.39237,79.3618
1.45565,82.9481
1.51894,86.5325
1.58223,90.1149
1.64552,93.6955
1.70881,97.2742
1.7721,100.851
1.83539,104.426
1.89868,107.999
1.96197,111.57
2.02526,115.139
2.08855,118.706
2.15184,122.271
2.21513,125.835
2.27842,129.396
2.34171,132.955
2.40499,136.513
2.46828,140.068
2.53157,143.622
2.59486,147.173
2.65815,150.723
2.72144,154.271
2.78473,157.816
2.84802,161.36
2.91131,164.901
2.9746,168.441
3.03789,171.979
3.10118,175.514
3.16447,179.048
3.22776,182.579
3.29105,186.105
3.35433,189.614
3.41762,193.114
3.48091,196.605
3.5442,200.088
3.60749,203.571
3.67078,207.055
3.73407,210.537
3.79736,214.021
3.86065,217.503
3.92394,220.978
3.98723,224.444
4.05052,227.906
4.11381,231.363
4.1771,234.814
4.24039,238.267
4.30367,241.719
4.36696,245.162
4.43025,248.58
4.49354,251.968
4.55683,255.334
4.62012,258.675
4.68341,261.987
4.7467,265.278
4.80999,268.547
4.87328,271.792
4.93657,275.016
4.99986,278.218
5.06315,281.398
5.12644,284.55
5.18973,287.668
5.25301,290.751
5.3163,293.802
5.37959,296.817
5.44288,299.8
5.50617,302.75
5.56946,305.665
5.63275,308.548
5.69604,311.398
5.75933,314.218
5.82262,317.006
5.88591,319.763
5.9492,322.491
6.01249,325.188
6.07578,327.847
6.13907,330.472
6.20235,333.063
6.26564,335.626
6.32893,338.159
6.39222,340.665
6.45551,343.141
6.5188,345.59
6.58209,348.01
6.64538,350.408
6.70867,352.782
6.77196,355.129
6.83525,357.456
6.89854,359.754
6.96183,362.026
7.02512,364.282
7.08841,366.517
7.15169,368.729
7.21498,370.923
7.27827,373.042
7.34156,375.173
7.40485,377.286
7.46814,379.359
7.53143,381.439
7.59472,383.502
7.65801,385.556
7.7213,387.595
7.78459,389.617
7.84788,391.61
7.91117,393.61
7.97446,395.588
8.03775,397.566
8.10103,399.522
8.16432,401.472
8.22761,403.41
8.2909,405.333
8.35419,407.258
8.41748,409.175
8.48077,411.046
8.54406,412.904
8.60735,414.757
8.67064,416.567
8.73393,418.407
8.79722,420.229
8.86051,422.058
8.9238,423.883
8.98709,425.673
9.05037,427.464
9.11366,429.255
9.17695,431.053
9.24024,432.834
9.30353,434.602
9.36682,436.362
9.43011,438.146
9.4934,439.891
9.55669,441.632
9.49946,439.425
9.44223,437.216
9.385,435.006
9.32776,432.797
9.27053,430.59
9.2133,428.385
9.15607,426.175
9.09884,423.969
9.04161,421.766
8.98438,419.558
8.92714,417.356
8.86991,415.152
8.81268,412.949
8.75545,410.747
8.69822,408.545
8.64099,406.346
8.58376,404.143
8.52653,401.948
8.46929,399.746
8.41206,397.551
8.35483,395.353
8.2976,393.157
8.24037,390.958
8.18314,388.763
8.12591,386.561
8.06867,384.362
8.01144,382.159
7.95421,379.954
7.89698,377.749
7.83975,375.537
7.78252,373.325
7.72529,371.108
7.66806,368.889
7.61082,366.664
7.55359,364.433
7.49636,362.2
7.43913,359.958
7.3819,357.715
7.32467,355.459
7.26744,353.201
7.2102,350.932
7.15297,348.656
7.09574,346.369
7.03851,344.078
6.98128,341.774
6.92405,339.465
6.86682,337.144
6.80959,334.818
6.75235,332.476
6.69512,330.128
6.63789,327.768
6.58066,325.398
6.52343,323.016
6.4662,320.621
6.40897,318.217
6.35173,315.798
6.2945,313.368
6.23727,310.924
6.18004,308.464
6.12281,305.993
6.06558,303.508
6.00835,301.008
5.95112,298.494
5.89388,295.958
5.83665,293.398
5.77942,290.824
5.72219,288.234
5.66496,285.628
5.60773,283.005
5.5505,280.368
5.49326,277.713
5.43603,275.04
5.3788,272.35
5.32157,269.643
5.26434,266.917
5.20711,264.173
5.14988,261.409
5.09265,258.626
5.03541,255.824
4.97818,253.001
4.92095,250.157
4.86372,247.285
4.80649,244.386
4.74926,241.465
4.69203,238.524
4.63479,235.563
4.57756,232.582
4.52033,229.58
4.4631,226.555
4.40587,223.508
4.34864,220.441
4.29141,217.354
4.23418,214.248
4.17694,211.126
4.11971,207.989
4.06248,204.837
4.00525,201.665
3.94802,198.477
3.89079,195.276
3.83356,192.062
3.77632,188.836
3.71909,185.597
3.66186,182.343
3.60463,179.077
3.5474,175.797
3.49017,172.503
3.43294,169.196
3.37571,165.874
3.31847,162.541
3.26124,159.205
3.20401,155.861
3.14678,152.506
3.08955,149.147
3.03232,145.789
2.97509,142.43
2.91785,139.072
2.86062,135.714
2.80339,132.355
2.74616,128.997
2.68893,125.639
2.6317,122.28
2.57447,118.922
2.51724,115.564
2.46,112.206
2.40277,108.848
2.34554,105.489
2.28831,102.131
2.23108,98.7735
2.17385,95.4155
2.11662,92.0576
2.05938,88.6998
2.00215,85.342
1.94492,81.9844
1.88769,78.6268
1.83046,75.2693
1.77323,71.9119
1.716,68.5547
1.65877,65.1976
1.60153,61.8406
1.5443,58.4838
1.48707,55.1272
1.42984,51.7708
1.37261,48.4147
1.31538,45.0588
1.25815,41.7033
1.20091,38.3482
1.14368,34.9935
1.08645,31.6394
1.02922,28.2859
0.971989,24.9332
0.914758,21.5814
0.857527,18.2307
0.800295,14.8814
0.743064,11.5339
0.685833,8.1885
0.628601,4.84593
0.57137,1.507
0.514139,-1.82757
0.456907,-5.15684
0.399676,-8.4789
0.342445,-11.7906
0.285213,-15.0911
0.227982,-18.3788
0.170751,-21.655
0.113519,-24.9225
0.056288,-28.1817
-0.000943333,-31.4329
-0.0581747,-34.6752
-0.115406,-37.9158
-0.172637,-41.1549
-0.229869,-44.3926
-0.2871,-47.6288
-0.344331,-50.8635
-0.401563,-54.0968
-0.458794,-57.3286
-0.516025,-60.5589
-0.573257,-63.7878
-0.630488,-67.0151
-0.687719,-70.241
-0.744951,-73.4654
-0.802182,-76.6883
-0.859413,-79.9097
-0.916645,-83.1295
-0.973876,-86.3479
-1.03111,-89.5647
-1.08834,-92.78
-1.14557,-95.9938
-1.2028,-99.2061
-1.26003,-102.417
-1.31726,-105.626
-1.3745,-108.834
-1.43173,-112.04
-1.48896,-115.244
-1.54619,-118.447
-1.60342,-121.649
-1.66065,-124.849
-1.71788,-128.047
-1.77511,-131.244
-1.83235,-134.439
-1.88958,-137.632
-1.94681,-140.822
-2.00404,-143.999
-2.06127,-147.17
-2.1185,-150.332
-2.17573,-153.48
-2.23297,-156.614
-2.2902,-159.734
-2.34743,-162.841
-2.40466,-165.932
-2.46189,-169.011
-2.51912,-172.076
-2.57635,-175.127
-2.63358,-178.164
-2.69082,-181.186
-2.74805,-184.187
-2.80528,-187.173
-2.86251,-190.14
-2.91974,-193.086
-2.97697,-196.012
-3.0342,-198.917
-3.09144,-201.803
-3.14867,-204.671
-3.2059,-207.521
-3.26313,-210.349
-3.32036,-213.161
-3.37759,-215.955
-3.43482,-218.734
-3.49205,-221.495
-3.54929,-224.241
-3.60652,-226.972
-3.66375,-229.683
-3.72098,-232.373
-3.77821,-235.041
-3.83544,-237.687
-3.89267,-240.329
-3.94991,-242.994
-4.00714,-245.677
-4.06437,-248.376
-4.1216,-251.085
-4.17883,-253.8
-4.23606,-256.523
-4.29329,-259.249
-4.35052,-261.977
-4.40776,-264.702
-4.46499,-267.428
-4.52222,-270.144
-4.57945,-272.839
-4.63668,-275.525
-4.69391,-278.2
-4.75114,-280.865
-4.80838,-283.512
-4.86561,-286.144
-4.92284,-288.759
-4.98007,-291.36
-5.0373,-293.94
-5.09453,-296.507
-5.15176,-299.055
-5.20899,-301.59
-5.26623,-304.101
-5.32346,-306.605
-5.38069,-309.097
-5.43792,-311.566
-5.49515,-314.01
-5.55238,-316.433
-5.60961,-318.827
-5.66685,-321.2
-5.72408,-323.546
-5.78131,-325.869
-5.83854,-328.169
-5.89577,-330.444
-5.953,-332.697
-6.01023,-334.926
-6.06746,-337.136
-6.1247,-339.323
-6.18193,-341.488
-6.23916,-343.633
-6.29639,-345.754
-6.35362,-347.861
-6.41085,-349.942
-6.46808,-352.006
-6.52532,-354.044
-6.58255,-356.066
-6.63978,-358.068
-6.69701,-360.05
-6.75424,-362.017
-6.81147,-363.965
-6.8687,-365.895
-6.92593,-367.82
-6.98317,-369.72
-7.0404,-371.609
-7.09763,-373.489
-7.15486,-375.351
-7.21209,-377.173
-7.26932,-378.964
-7.32655,-380.76
-7.38379,-382.552
-7.44102,-384.332
-7.49825,-386.106
-7.55548,-387.867
-7.61271,-389.624
-7.66994,-391.37
-7.72717,-393.108
-7.7844,-394.842
-7.84164,-396.56
-7.89887,-398.274
-7.9561,-399.982
-8.01333,-401.682
-8.07056,-403.374
-8.12779,-405.057
-8.18502,-406.737
-8.24226,-408.41
-8.29949,-410.072
-8.35672,-411.755
-8.41395,-413.409
-8.47118,-415.004
-8.52841,-416.618
-8.58564,-418.234
-8.5163,-415.414
-8.44695,-412.603
-8.3776,-409.79
-8.30826,-406.981
-8.23891,-404.179
-8.16956,-401.375
-8.10022,-398.577
-8.03087,-395.781
-7.96152,-392.991
-7.89218,-390.203
-7.82283,-387.425
-7.75348,-384.648
-7.68414,-381.879
-7.61479,-379.119
-7.54544,-376.36
-7.4761,-373.613
-7.40675,-370.872
-7.3374,-368.138
-7.26806,-365.405
-7.19871,-362.683
-7.12936,-359.961
-7.06002,-357.247
-6.99067,-354.535
-6.92132,-351.824
-6.85198,-349.113
-6.78263,-346.398
-6.71328,-343.686
-6.64394,-340.962
-6.57459,-338.24
-6.50524,-335.508
-6.4359,-332.772
-6.36655,-330.029
-6.2972,-327.278
-6.22786,-324.519
-6.15851,-321.749
-6.08916,-318.968
-6.01982,-316.175
-5.95047,-313.369
-5.88112,-310.552
-5.81178,-307.72
-5.74243,-304.878
-5.67308,-302.019
-5.60374,-299.145
-5.53439,-296.258
-5.46504,-293.353
-5.3957,-290.433
-5.32635,-287.5
-5.257,-284.546
-5.18766,-281.57
-5.11831,-278.571
-5.04896,-275.545
-4.97962,-272.492
-4.91027,-269.415
-4.84092,-266.313
-4.77158,-263.19
-4.70223,-260.045
-4.63288,-256.877
-4.56354,-253.687
-4.49419,-250.476
-4.42484,-247.242
-4.3555,-243.985
-4.28615,-240.707
-4.2168,-237.406
-4.14746,-234.083
-4.07811,-230.737
-4.00876,-227.367
-3.93942,-223.974
-3.87007,-220.556
-3.80072,-217.104
-3.73138,-213.621
-3.66203,-210.106
-3.59268,-206.568
-3.52334,-203.009
-3.45399,-199.429
-3.38464,-195.825
-3.3153,-192.2
-3.24595,-188.55
-3.1766,-184.876
-3.10726,-181.178
-3.03791,-177.453
-2.96856,-173.702
-2.89922,-169.929
-2.82987,-166.132
-2.76052,-162.313
-2.69118,-158.478
-2.62183,-154.626
-2.55248,-150.758
-2.48314,-146.874
-2.41379,-142.972
-2.34444,-139.055
-2.2751,-135.118
-2.20575,-131.166
-2.1364,-127.195
-2.06706,-123.207
-1.99771,-119.202
-1.92836,-115.184
-1.85902,-111.159
-1.78967,-107.12
-1.72032,-103.08
-1.65098,-99.0408
-1.58163,-95.0013
-1.51228,-90.9617
-1.44294,-86.9222
-1.37359,-82.8826
-1.30424,-78.8431
-1.2349,-74.8035
-1.16555,-70.7639
-1.0962,-66.7244
-1.02686,-62.6848
-0.95751,-58.6453
-0.888163,-54.6058
-0.818817,-50.5662
-0.74947,-46.5267
