Top_Displacement_mm,Base_Shear_kN
0.0632893,4.15663
0.126579,8.31121
0.189868,12.4637
0.253157,16.6142
0.316447,20.7625
0.379736,24.9088
0.443025,29.0529
0.506315,33.195
0.569604,37.3349
0.632893,41.4727
0.696183,45.6084
0.759472,49.7419
0.822761,53.8732
0.886051,58.0024
0.94934,62.1295
1.01263,66.2543
1.07592,70.377
1.13921,74.4975
1.2025,78.6158
1.26579,82.7318
1.32908,86.8457
1.39237,90.9573
1.45565,95.0666
1.51894,99.1738
1.58223,103.279
1.64552,107.381
1.70881,111.482
1.7721,115.58
1.83539,119.676
1.89868,123.769
1.96197,127.86
2.02526,131.949
2.08855,136.036
2.15184,140.12
2.21513,144.202
2.27842,148.282
2.34171,152.359
2.40499,156.434
2.46828,160.506
2.53157,164.577
2.59486,168.644
2.65815,172.71
2.72144,176.773
2.78473,180.834
2.84802,184.892
2.91131,188.948
2.9746,193.001
3.03789,197.052
3.10118,201.101
3.16447,205.147
3.22776,209.191
3.29105,213.232
3.35433,217.271
3.41762,221.307
3.48091,225.341
3.5442,229.373
3.60749,233.402
3.67078,237.428
3.73407,241.448
3.79736,245.447
3.86065,249.427
3.92394,253.388
3.98723,257.348
4.05052,261.309
4.11381,265.269
4.1771,269.23
4.24039,273.191
4.30367,277.15
4.36696,281.109
4.43025,285.068
4.49354,289.019
4.55683,292.956
4.62012,296.884
4.68341,300.8
4.7467,304.7
4.80999,308.569
4.87328,312.411
4.93657,316.227
4.99986,320.014
5.06315,323.769
5.12644,327.49
5.18973,331.177
5.25301,334.831
5.3163,338.45
5.37959,342.036
5.44288,345.594
5.50617,349.126
5.56946,352.63
5.63275,356.106
5.69604,359.537
5.75933,362.926
5.82262,366.274
5.88591,369.581
5.9492,372.848
6.01249,376.074
6.07578,379.259
6.13907,382.404
6.20235,385.512
6.26564,388.582
6.32893,391.615
6.39222,394.609
6.45551,397.563
6.5188,400.479
6.58209,403.357
6.64538,406.203
6.70867,409.006
6.77196,411.771
6.83525,414.496
6.89854,417.188
6.96183,419.844
7.02512,422.467
7.08841,425.054
7.15169,427.607
7.21498,430.131
7.27827,432.623
7.34156,435.089
7.40485,437.52
7.46814,439.885
7.53143,442.224
7.59472,444.506
7.65801,446.799
7.7213,449.062
7.78459,451.306
7.84788,453.501
7.91117,455.691
7.97446,457.863
8.03775,460.021
8.10103,462.145
8.16432,464.259
8.22761,466.352
8.2909,468.417
8.35419,470.472
8.41748,472.503
8.48077,474.516
8.54406,476.506
8.60735,478.483
8.67064,480.446
8.73393,482.386
8.79722,484.312
8.86051,486.215
8.9238,488.082
8.98709,489.959
9.05037,491.767
9.11366,493.579
9.17695,495.395
9.24024,497.191
9.30353,498.964
9.36682,500.747
9.43011,502.515
9.4934,504.265
9.55669,506.004
9.49946,503.567
9.44223,501.122
9.385,498.678
9.32776,496.239
9.27053,493.801
9.2133,491.357
9.15607,488.922
9.09884,486.484
9.04161,484.045
8.98438,481.612
8.92714,479.176
8.86991,476.738
8.81268,474.307
8.75545,471.871
8.69822,469.436
8.64099,467.007
8.58376,464.568
8.52653,462.138
8.46929,459.705
8.41206,457.269
8.35483,454.836
8.2976,452.393
8.24037,449.954
8.18314,447.506
8.12591,445.057
8.06867,442.604
8.01144,440.141
7.95421,437.677
7.89698,435.202
7.83975,432.723
7.78252,430.234
7.72529,427.74
7.66806,425.232
7.61082,422.721
7.55359,420.196
7.49636,417.663
7.43913,415.116
7.3819,412.563
7.32467,409.993
7.26744,407.414
7.2102,404.819
7.15297,402.214
7.09574,399.589
7.03851,396.951
6.98128,394.298
6.92405,391.629
6.86682,388.946
6.80959,386.24
6.75235,383.522
6.69512,380.785
6.63789,378.032
6.58066,375.259
6.52343,372.467
6.4662,369.658
6.40897,366.83
6.35173,363.983
6.2945,361.117
6.23727,358.23
6.18004,355.323
6.12281,352.397
6.06558,349.451
6.00835,346.482
5.95112,343.492
5.89388,340.481
5.83665,337.447
5.77942,334.39
5.72219,331.31
5.66496,328.208
5.60773,325.082
5.5505,321.931
5.49326,318.755
5.43603,315.555
5.3788,312.329
5.32157,309.074
5.26434,305.793
5.20711,302.486
5.14988,299.153
5.09265,295.798
5.03541,292.419
4.97818,289.016
4.92095,285.589
4.86372,282.138
4.80649,278.663
4.74926,275.164
4.69203,271.643
4.63479,268.1
4.57756,264.531
4.52033,260.948
4.4631,257.349
4.40587,253.735
4.34864,250.105
4.29141,246.459
4.23418,242.797
4.17694,239.118
4.11971,235.424
4.06248,231.713
4.00525,227.985
3.94802,224.241
3.89079,220.479
3.83356,216.701
3.77632,212.906
3.71909,209.093
3.66186,205.263
3.60463,201.421
3.5474,197.562
3.49017,193.695
3.43294,189.828
3.37571,185.962
3.31847,182.095
3.26124,178.228
3.20401,174.362
3.14678,170.495
3.08955,166.628
3.03232,162.762
2.97509,158.895
2.91785,155.029
2.86062,151.162
2.80339,147.296
2.74616,143.429
2.68893,139.563
2.6317,135.696
2.57447,131.83
2.51724,127.963
