Top_Displacement_mm,Base_Shear_kN
0.0632893,3.1424
0.126579,6.28178
0.189868,9.41815
0.253157,12.5515
0.316447,15.6818
0.379736,18.8091
0.443025,21.9333
0.506315,25.0545
0.569604,28.1726
0.632893,31.2876
0.696183,34.3996
0.759472,37.5085
0.822761,40.6143
0.886051,43.717
0.94934,46.8166
1.01263,49.9132
1.07592,53.0066
1.13921,56.0969
1.2025,59.184
1.26579,62.2681
1.32908,65.349
1.39237,68.4268
1.45565,71.5014
1.51894,74.5729
1.58223,77.6412
1.64552,80.7064
1.70881,83.7684
1.7721,86.8272
1.83539,89.8828
1.89868,92.9353
1.96197,95.9845
2.02526,99.0306
2.08855,102.073
2.15184,105.113
2.21513,108.15
2.27842,111.183
2.34171,114.213
2.40499,117.24
2.46828,120.263
2.53157,123.284
2.59486,126.301
2.65815,129.314
2.72144,132.325
2.78473,135.332
2.84802,138.336
2.91131,141.337
2.9746,144.335
3.03789,147.329
3.10118,150.32
3.16447,153.308
3.22776,156.292
3.29105,159.273
3.35433,162.251
3.41762,165.226
3.48091,168.197
3.5442,171.165
3.60749,174.129
3.67078,177.091
3.73407,180.048
3.79736,183.003
3.86065,185.954
3.92394,188.902
3.98723,191.847
4.05052,194.788
4.11381,197.726
4.1771,200.661
4.24039,203.592
4.30367,206.52
4.36696,209.444
4.43025,212.365
4.49354,215.283
4.55683,218.197
4.62012,221.108
4.68341,224.016
4.7467,226.92
4.80999,229.821
4.87328,232.718
4.93657,235.612
4.99986,238.503
5.06315,241.39
5.12644,244.274
5.18973,247.152
5.25301,250.017
5.3163,252.873
5.37959,255.717
5.44288,258.548
5.50617,261.366
5.56946,264.172
5.63275,266.964
5.69604,269.745
5.75933,272.512
5.82262,275.267
5.88591,278.016
5.9492,280.766
6.01249,283.513
6.07578,286.254
6.13907,288.992
6.20235,291.725
6.26564,294.451
6.32893,297.17
6.39222,299.884
6.45551,302.592
6.5188,305.293
6.58209,307.982
6.64538,310.648
6.70867,313.288
6.77196,315.907
6.83525,318.509
6.89854,321.094
6.96183,323.661
7.02512,326.214
7.08841,328.75
7.15169,331.268
7.21498,333.77
7.27827,336.252
7.34156,338.718
7.40485,341.168
7.46814,343.6
7.53143,346.017
7.59472,348.426
7.65801,350.821
7.7213,353.188
7.78459,355.539
7.84788,357.87
7.91117,360.181
7.97446,362.466
8.03775,364.733
8.10103,366.979
8.16432,369.199
8.22761,371.405
8.2909,373.591
8.35419,375.757
8.41748,377.897
8.48077,380.025
8.54406,382.133
8.60735,384.216
8.67064,386.28
8.73393,388.322
8.79722,390.343
8.86051,392.346
8.9238,394.326
8.98709,396.287
9.05037,398.232
9.11366,400.153
9.17695,402.057
9.24024,403.948
9.30353,405.793
9.36682,407.631
9.43011,409.445
9.4934,411.248
9.55669,413.036
9.49946,410.565
9.44223,408.095
9.385,405.623
9.32776,403.158
9.27053,400.689
9.2133,398.225
9.15607,395.764
9.09884,393.299
9.04161,390.838
8.98438,388.374
8.92714,385.914
8.86991,383.453
8.81268,380.995
8.75545,378.537
8.69822,376.082
8.64099,373.625
8.58376,371.172
8.52653,368.715
8.46929,366.26
8.41206,363.801
8.35483,361.34
8.2976,358.877
8.24037,356.408
8.18314,353.939
8.12591,351.459
8.06867,348.979
8.01144,346.486
7.95421,343.994
7.89698,341.491
7.83975,338.983
7.78252,336.467
7.72529,333.945
7.66806,331.412
7.61082,328.87
7.55359,326.321
7.49636,323.759
7.43913,321.187
7.3819,318.606
7.32467,316.011
7.26744,313.407
7.2102,310.792
7.15297,308.161
7.09574,305.523
7.03851,302.871
6.98128,300.204
6.92405,297.527
6.86682,294.836
6.80959,292.131
6.75235,289.414
6.69512,286.684
6.63789,283.939
6.58066,281.183
6.52343,278.416
6.4662,275.637
6.40897,272.846
6.35173,270.044
6.2945,267.234
6.23727,264.41
6.18004,261.574
6.12281,258.731
6.06558,255.881
6.00835,253.024
5.95112,250.158
5.89388,247.285
5.83665,244.406
5.77942,241.519
5.72219,238.624
5.66496,235.721
5.60773,232.811
5.5505,229.894
5.49326,226.969
5.43603,224.037
5.3788,221.097
5.32157,218.149
5.26434,215.193
5.20711,212.231
5.14988,209.264
5.09265,206.289
5.03541,203.306
4.97818,200.323
4.92095,197.34
4.86372,194.356
4.80649,191.373
4.74926,188.39
4.69203,185.407
4.63479,182.424
4.57756,179.441
4.52033,176.458
4.4631,173.476
4.40587,170.493
4.34864,167.51
4.29141,164.527
4.23418,161.545
4.17694,158.562
4.11971,155.58
4.06248,152.597
4.00525,149.615
3.94802,146.633
3.89079,143.65
3.83356,140.668
3.77632,137.686
3.71909,134.704
3.66186,131.722
3.60463,128.741
3.5474,125.759
3.49017,122.777
3.43294,119.796
3.37571,116.815
3.31847,113.834
3.26124,110.853
3.20401,107.872
3.14678,104.891
3.08955,101.911
3.03232,98.9303
2.97509,95.9501
2.91785,92.9702
2.86062,89.9905
2.80339,87.0111
2.74616,84.0319
2.68893,81.053
2.6317,78.0744
2.57447,75.0962
2.51724,72.1182
2.46,69.1407
2.40277,66.1635
2.34554,63.1868
2.28831,60.2106
2.23108,57.2349
2.17385,54.2597
2.11662,51.2852
2.05938,48.3114
2.00215,45.3383
1.94492,42.366
1.88769,39.3946
1.83046,36.4242
1.77323,33.4549
1.716,30.4867
1.65877,27.5199
1.60153,24.5547
1.5443,21.591
1.48707,18.6293
1.42984,15.6697
1.37261,12.7125
1.31538,9.75803
1.25815,6.80662
1.20091,3.85881
1.14368,0.915027
1.08645,-2.02391
1.02922,-4.95744
0.971989,-7.88455
0.914758,-10.8042
0.857527,-13.7148
0.800295,-16.6145
0.743064,-19.5011
0.685833,-22.3718
0.628601,-25.2227
0.57137,-28.049
0.514139,-30.8455
0.456907,-33.6156
0.399676,-36.3644
0.342445,-39.0928
0.285213,-41.809
0.227982,-44.5133
0.170751,-47.2021
0.113519,-49.8816
0.056288,-52.5588
-0.000943333,-55.2335
-0.0581747,-57.9058
-0.115406,-60.5757
-0.172637,-63.2433
