Top_Displacement_mm,Base_Shear_kN
0.0632893,4.43823
0.126579,8.8753
0.189868,13.3112
0.253157,17.7459
0.316447,22.1794
0.379736,26.6117
0.443025,31.0428
0.506315,35.4726
0.569604,39.9012
0.632893,44.3286
0.696183,48.7547
0.759472,53.1795
0.822761,57.6031
0.886051,62.0254
0.94934,66.4463
1.01263,70.866
1.07592,75.2843
1.13921,79.7014
1.2025,84.117
1.26579,88.5314
1.32908,92.9443
1.39237,97.3559
1.45565,101.766
1.51894,106.175
1.58223,110.582
1.64552,114.988
1.70881,119.393
1.7721,123.796
1.83539,128.198
1.89868,132.598
1.96197,136.997
2.02526,141.395
2.08855,145.791
2.15184,150.185
2.21513,154.578
2.27842,158.969
2.34171,163.359
2.40499,167.748
2.46828,172.135
2.53157,176.52
2.59486,180.904
2.65815,185.286
2.72144,189.667
2.78473,194.046
2.84802,198.423
2.91131,202.799
2.9746,207.174
3.03789,211.546
3.10118,215.917
3.16447,220.287
3.22776,224.65
3.29105,228.994
3.35433,233.339
3.41762,237.682
3.48091,242.024
3.5442,246.367
3.60749,250.708
3.67078,255.049
3.73407,259.39
3.79736,263.727
3.86065,268.062
3.92394,272.385
3.98723,276.705
4.05052,281.026
4.11381,285.334
4.1771,289.607
4.24039,293.847
4.30367,298.051
4.36696,302.217
4.43025,306.346
4.49354,310.43
4.55683,314.48
4.62012,318.494
4.68341,322.469
4.7467,326.412
4.80999,330.314
4.87328,334.181
4.93657,338.005
4.99986,341.772
5.06315,345.485
5.12644,349.148
5.18973,352.755
5.25301,356.31
5.3163,359.815
5.37959,363.268
5.44288,366.667
5.50617,370.014
5.56946,373.311
5.63275,376.558
5.69604,379.758
5.75933,382.908
5.82262,386.01
5.88591,389.059
5.9492,392.06
6.01249,395.011
6.07578,397.913
6.13907,400.767
6.20235,403.578
6.26564,406.346
6.32893,409.07
6.39222,411.747
6.45551,414.38
6.5188,416.975
6.58209,419.53
6.64538,422.046
6.70867,424.518
6.77196,426.959
6.83525,429.287
6.89854,431.587
6.96183,433.875
7.02512,436.149
7.08841,438.349
7.15169,440.565
7.21498,442.725
7.27827,444.869
7.34156,447.004
7.40485,449.115
7.46814,451.161
7.53143,453.213
7.59472,455.249
7.65801,457.265
7.7213,459.256
7.78459,461.225
7.84788,463.175
7.91117,465.074
7.97446,466.909
8.03775,468.728
8.10103,470.563
8.16432,472.36
8.22761,474.17
8.2909,475.943
8.35419,477.715
8.41748,479.499
8.48077,481.253
8.54406,482.997
8.60735,484.741
8.67064,486.422
8.73393,488.139
8.79722,489.846
8.86051,491.532
8.9238,493.246
8.98709,494.881
9.05037,496.538
9.11366,498.183
9.17695,499.826
9.24024,501.484
9.30353,503.098
9.36682,504.713
9.43011,506.305
9.4934,507.931
9.55669,509.507
9.49946,507.358
9.44223,505.204
9.385,503.051
9.32776,500.907
9.27053,498.75
9.2133,496.599
9.15607,494.453
9.09884,492.299
9.04161,490.149
8.98438,487.999
8.92714,485.853
8.86991,483.697
8.81268,481.554
8.75545,479.403
8.69822,477.251
8.64099,475.109
8.58376,472.957
8.52653,470.809
8.46929,468.664
8.41206,466.512
8.35483,464.364
8.2976,462.21
8.24037,460.054
8.18314,457.898
8.12591,455.734
8.06867,453.566
8.01144,451.393
7.95421,449.213
7.89698,447.029
7.83975,444.836
7.78252,442.638
7.72529,440.427
7.66806,438.214
7.61082,435.985
7.55359,433.753
7.49636,431.505
7.43913,429.249
7.3819,426.981
7.32467,424.703
7.26744,422.409
7.2102,420.107
7.15297,417.792
7.09574,415.462
7.03851,413.116
6.98128,410.76
6.92405,408.387
6.86682,406.001
6.80959,403.593
6.75235,401.175
6.69512,398.737
6.63789,396.283
6.58066,393.813
6.52343,391.319
6.4662,388.812
6.40897,386.281
6.35173,383.733
6.2945,381.166
6.23727,378.574
6.18004,375.965
6.12281,373.333
6.06558,370.677
6.00835,368
5.95112,365.299
5.89388,362.572
5.83665,359.823
5.77942,357.051
5.72219,354.252
5.66496,351.43
5.60773,348.583
5.5505,345.71
5.49326,342.809
5.43603,339.881
5.3788,336.927
5.32157,333.947
5.26434,330.938
5.20711,327.9
5.14988,324.834
5.09265,321.738
5.03541,318.614
4.97818,315.459
4.92095,312.273
4.86372,309.057
4.80649,305.81
4.74926,302.531
4.69203,299.22
4.63479,295.876
4.57756,292.499
4.52033,289.087
4.4631,285.646
4.40587,282.175
4.34864,278.672
4.29141,275.14
4.23418,271.578
4.17694,267.984
4.11971,264.36
4.06248,260.705
4.00525,257.017
3.94802,253.298
3.89079,249.552
3.83356,245.787
3.77632,242.002
3.71909,238.197
3.66186,234.373
3.60463,230.528
3.5474,226.661
3.49017,222.776
3.43294,218.868
3.37571,214.939
3.31847,210.989
3.26124,207.016
3.20401,203.024
3.14678,199.008
3.08955,194.972
3.03232,190.913
2.97509,186.846
2.91785,182.779
2.86062,178.712
2.80339,174.645
2.74616,170.578
2.68893,166.511
2.6317,162.444
2.57447,158.376
2.51724,154.309
2.46,150.242
2.40277,146.175
2.34554,142.108
2.28831,138.041
2.23108,133.974
2.17385,129.907
2.11662,125.84
2.05938,121.772
2.00215,117.705
