Top_Displacement_mm,Base_Shear_kN
0.0632893,4.43359
0.126579,8.86587
0.189868,13.2968
0.253157,17.7264
0.316447,22.1547
0.379736,26.5816
0.443025,31.0071
0.506315,35.4313
0.569604,39.854
0.632893,44.2754
0.696183,48.6954
0.759472,53.1139
0.822761,57.531
0.886051,61.9466
0.94934,66.3609
1.01263,70.7736
1.07592,75.1849
1.13921,79.5947
1.2025,84.003
1.26579,88.4098
1.32908,92.8151
1.39237,97.2189
1.45565,101.621
1.51894,106.022
1.58223,110.421
1.64552,114.819
1.70881,119.215
1.7721,123.609
1.83539,128.002
1.89868,132.393
1.96197,136.783
2.02526,141.171
2.08855,145.557
2.15184,149.942
2.21513,154.325
2.27842,158.707
2.34171,163.087
2.40499,167.465
2.46828,171.842
2.53157,176.216
2.59486,180.59
2.65815,184.961
2.72144,189.331
2.78473,193.699
2.84802,198.065
2.91131,202.429
2.9746,206.792
3.03789,211.153
3.10118,215.512
3.16447,219.87
3.22776,224.218
3.29105,228.544
3.35433,232.872
3.41762,237.198
3.48091,241.523
3.5442,245.85
3.60749,250.172
3.67078,254.497
3.73407,258.82
3.79736,263.141
3.86065,267.463
3.92394,271.77
3.98723,276.069
4.05052,280.369
4.11381,284.657
4.1771,288.912
4.24039,293.129
4.30367,297.311
4.36696,301.453
4.43025,305.561
4.49354,309.622
4.55683,313.644
4.62012,317.63
4.68341,321.575
4.7467,325.487
4.80999,329.359
4.87328,333.194
4.93657,336.993
4.99986,340.742
5.06315,344.435
5.12644,348.078
5.18973,351.668
5.25301,355.202
5.3163,358.687
5.37959,362.121
5.44288,365.505
5.50617,368.835
5.56946,372.116
5.63275,375.347
5.69604,378.53
5.75933,381.665
5.82262,384.753
5.88591,387.794
5.9492,390.788
6.01249,393.735
6.07578,396.633
6.13907,399.485
6.20235,402.292
6.26564,405.056
6.32893,407.777
6.39222,410.452
6.45551,413.091
6.5188,415.687
6.58209,418.243
6.64538,420.761
6.70867,423.244
6.77196,425.69
6.83525,428.053
6.89854,430.349
6.96183,432.658
7.02512,434.889
7.08841,437.138
7.15169,439.325
7.21498,441.501
7.27827,443.671
7.34156,445.807
7.40485,447.888
7.46814,449.971
7.53143,452.034
7.59472,454.077
7.65801,456.098
7.7213,458.097
7.78459,460.045
7.84788,461.996
7.91117,463.938
7.97446,465.851
8.03775,467.758
8.10103,469.557
8.16432,471.352
8.22761,473.162
8.2909,474.929
8.35419,476.722
8.41748,478.482
8.48077,480.261
8.54406,482.014
8.60735,483.734
8.67064,485.449
8.73393,487.176
8.79722,488.872
8.86051,490.557
8.9238,492.258
8.98709,493.938
9.05037,495.606
9.11366,497.256
9.17695,498.917
9.24024,500.574
9.30353,502.203
9.36682,503.793
9.43011,505.436
9.4934,507.025
9.55669,508.629
9.49946,506.451
9.44223,504.263
9.385,502.081
9.32776,499.901
9.27053,497.721
9.2133,495.538
9.15607,493.354
9.09884,491.18
9.04161,488.992
8.98438,486.814
8.92714,484.638
8.86991,482.453
8.81268,480.275
8.75545,478.098
8.69822,475.917
8.64099,473.736
8.58376,471.565
8.52653,469.378
8.46929,467.206
8.41206,465.026
8.35483,462.846
8.2976,460.667
8.24037,458.482
8.18314,456.295
8.12591,454.106
8.06867,451.908
8.01144,449.711
7.95421,447.505
7.89698,445.292
7.83975,443.076
7.78252,440.849
7.72529,438.618
7.66806,436.375
7.61082,434.126
7.55359,431.862
7.49636,429.595
7.43913,427.312
7.3819,425.021
7.32467,422.719
7.26744,420.406
7.2102,418.079
7.15297,415.741
7.09574,413.39
7.03851,411.026
6.98128,408.645
6.92405,406.254
6.86682,403.844
6.80959,401.424
6.75235,398.98
6.69512,396.526
6.63789,394.05
6.58066,391.561
6.52343,389.053
6.4662,386.525
6.40897,383.981
6.35173,381.412
6.2945,378.827
6.23727,376.222
6.18004,373.594
6.12281,370.947
6.06558,368.276
6.00835,365.581
5.95112,362.866
5.89388,360.126
5.83665,357.363
5.77942,354.578
5.72219,351.769
5.66496,348.934
5.60773,346.073
5.5505,343.189
5.49326,340.278
5.43603,337.34
5.3788,334.375
5.32157,331.385
5.26434,328.368
5.20711,325.321
5.14988,322.246
5.09265,319.142
5.03541,316.008
4.97818,312.845
4.92095,309.652
4.86372,306.429
4.80649,303.175
4.74926,299.89
4.69203,296.572
4.63479,293.221
4.57756,289.839
4.52033,286.427
4.4631,282.985
4.40587,279.511
4.34864,276.008
4.29141,272.474
4.23418,268.911
4.17694,265.316
4.11971,261.689
4.06248,258.033
4.00525,254.347
3.94802,250.629
3.89079,246.891
3.83356,243.134
3.77632,239.358
3.71909,235.561
3.66186,231.743
3.60463,227.906
3.5474,224.047
3.49017,220.166
3.43294,216.266
3.37571,212.342
3.31847,208.397
3.26124,204.43
3.20401,200.44
3.14678,196.429
3.08955,192.394
3.03232,188.34
2.97509,184.268
2.91785,180.196
2.86062,176.124
2.80339,172.052
2.74616,167.98
2.68893,163.908
2.6317,159.837
2.57447,155.765
2.51724,151.693
2.46,147.621
2.40277,143.549
2.34554,139.477
2.28831,135.406
2.23108,131.334
2.17385,127.262
2.11662,123.19
2.05938,119.118
2.00215,115.047
1.94492,110.975
1.88769,106.903
1.83046,102.831
1.77323,98.7596
1.716,94.6879
1.65877,90.6162
1.60153,86.5445
1.5443,82.4729
1.48707,78.4012
1.42984,74.3296
1.37261,70.2581
1.31538,66.1865
1.25815,62.1151
1.20091,58.0436
1.14368,53.9722
1.08645,49.901
1.02922,45.8297
0.971989,41.7586
0.914758,37.6877
0.857527,33.6168
0.800295,29.5462
0.743064,25.4759
0.685833,21.4058
0.628601,17.3362
0.57137,13.2672
0.514139,9.19891
0.456907,5.13183
0.399676,1.06654
0.342445,-2.99581
0.285213,-7.05297
0.227982,-11.1013
0.170751,-15.1397
0.113519,-19.1698
0.056288,-23.1955
-0.000943333,-27.219
-0.0581747,-31.2394
-0.115406,-35.2547
-0.172637,-39.2616
-0.229869,-43.2647
-0.2871,-47.2666
-0.344331,-51.2674
-0.401563,-55.2671
-0.458794,-59.2657
-0.516025,-63.2631
-0.573257,-67.2594
-0.630488,-71.2545
-0.687719,-75.2484
-0.744951,-79.2412
-0.802182,-83.2328
-0.859413,-87.2232
-0.916645,-91.2124
-0.973876,-95.2004
-1.03111,-99.1872
-1.08834,-103.173
-1.14557,-107.157
-1.2028,-111.14
-1.26003,-115.122
-1.31726,-119.103
-1.3745,-123.082
-1.43173,-127.06
-1.48896,-131.036
-1.54619,-134.991
-1.60342,-138.936
-1.66065,-142.874
-1.71788,-146.805
-1.77511,-150.726
-1.83235,-154.632
-1.88958,-158.524
-1.94681,-162.401
-2.00404,-166.264
-2.06127,-170.111
-2.1185,-173.944
-2.17573,-177.763
-2.23297,-181.568
-2.2902,-185.358
-2.34743,-189.134
-2.40466,-192.895
-2.46189,-196.64
-2.51912,-200.37
-2.57635,-204.083
-2.63358,-207.773
-2.69082,-211.441
-2.74805,-215.092
-2.80528,-218.726
-2.86251,-222.342
-2.91974,-225.942
-2.97697,-229.518
-3.0342,-233.071
-3.09144,-236.601
-3.14867,-240.108
-3.2059,-243.593
-3.26313,-247.052
-3.32036,-250.487
-3.37759,-253.899
-3.43482,-257.288
-3.49205,-260.655
-3.54929,-263.998
-3.60652,-267.363
-3.66375,-270.759
-3.72098,-274.18
-3.77821,-277.621
-3.83544,-281.072
-3.89267,-284.53
-3.94991,-287.989
-4.00714,-291.453
-4.06437,-294.916
-4.1216,-298.383
-4.17883,-301.844
-4.23606,-305.293
-4.29329,-308.72
-4.35052,-312.135
-4.40776,-315.529
-4.46499,-318.901
-4.52222,-322.249
-4.57945,-325.571
-4.63668,-328.871
-4.69391,-332.142
-4.75114,-335.388
-4.80838,-338.607
-4.86561,-341.801
-4.92284,-344.973
-4.98007,-348.127
-5.0373,-351.262
-5.09453,-354.363
-5.15176,-357.432
-5.20899,-360.459
-5.26623,-363.446
-5.32346,-366.386
-5.38069,-369.286
-5.43792,-372.151
-5.49515,-374.977
-5.55238,-377.768
-5.60961,-380.518
-5.66685,-383.233
-5.72408,-385.911
-5.78131,-388.555
-5.83854,-391.163
-5.89577,-393.736
-5.953,-396.278
-6.01023,-398.779
-6.06746,-401.255
-6.1247,-403.693
-6.18193,-406.102
-6.23916,-408.477
-6.29639,-410.824
-6.35362,-413.14
-6.41085,-415.427
-6.46808,-417.682
-6.52532,-419.903
-6.58255,-422.099
-6.63978,-424.265
-6.69701,-426.41
-6.75424,-428.523
-6.81147,-430.542
-6.8687,-432.55
-6.92593,-434.557
-6.98317,-436.503
-7.0404,-438.454
-7.09763,-440.39
-7.15486,-442.321
-7.21209,-444.212
-7.26932,-446.056
-7.32655,-447.92
-7.38379,-449.764
-7.44102,-451.593
-7.49825,-453.407
-7.55548,-455.198
-7.61271,-456.98
-7.66994,-458.743
-7.72717,-460.484
-7.7844,-462.216
-7.84164,-463.931
-7.89887,-465.641
-7.9561,-467.323
-8.01333,-468.967
-8.07056,-470.583
-8.12779,-472.17
-8.18502,-473.76
-8.24226,-475.371
-8.29949,-476.944
-8.35672,-478.517
-8.41395,-480.09
-8.47118,-481.655
-8.52841,-483.163
-8.58564,-484.749
-8.5163,-481.813
-8.44695,-478.876
-8.3776,-475.948
-8.30826,-473.015
-8.23891,-470.093
-8.16956,-467.164
-8.10022,-464.243
-8.03087,-461.321
-7.96152,-458.396
-7.89218,-455.485
-7.82283,-452.562
-7.75348,-449.654
-7.68414,-446.736
-7.61479,-443.832
-7.54544,-440.923
-7.4761,-438.019
-7.40675,-435.114
-7.3374,-432.214
-7.26806,-429.306
-7.19871,-426.396
-7.12936,-423.483
-7.06002,-420.566
-6.99067,-417.641
-6.92132,-414.711
-6.85198,-411.768
-6.78263,-408.824
-6.71328,-405.863
-6.64394,-402.894
-6.57459,-399.915
-6.50524,-396.924
-6.4359,-393.919
-6.36655,-390.892
-6.2972,-387.854
-6.22786,-384.795
-6.15851,-381.718
-6.08916,-378.624
-6.01982,-375.506
-5.95047,-372.371
-5.88112,-369.212
-5.81178,-366.029
-5.74243,-362.826
-5.67308,-359.597
